True_Label,Predicted_Label,Prediction_Probability
0,1,0.5318096
0,1,0.5897732
0,1,0.5473879
0,1,0.51515746
0,1,0.52739954
0,1,0.5630256
0,1,0.56777304
0,1,0.5882668
0,1,0.586506
0,0,0.45747614
0,1,0.50637656
0,1,0.5390875
0,1,0.57886076
0,1,0.6111123
0,1,0.5471412
0,1,0.54371315
0,1,0.58530945
0,1,0.53473425
0,1,0.5367783
0,1,0.60298014
0,1,0.567859
0,1,0.5878466
0,1,0.5766817
0,1,0.5482582
0,1,0.5027662
0,1,0.55663776
0,1,0.54118127
0,1,0.50688076
0,1,0.59609586
0,1,0.54973483
0,1,0.5732062
0,1,0.5153474
0,0,0.4990213
0,1,0.51643085
0,1,0.5780585
0,1,0.537502
0,1,0.5703156
0,1,0.5139638
0,1,0.53125465
0,1,0.5155893
0,0,0.48478952
0,1,0.55237675
0,1,0.5014657
0,1,0.5250698
0,0,0.46330383
0,1,0.55700123
0,1,0.5947842
0,1,0.5078139
0,1,0.55820876
0,1,0.5863979
0,1,0.5640851
0,1,0.61714405
0,1,0.5585478
0,1,0.5435969
0,1,0.5746136
0,1,0.5271234
0,0,0.46528414
0,0,0.45796046
0,1,0.5580972
0,1,0.5061112
0,1,0.51607937
0,1,0.60516256
0,1,0.56314987
0,1,0.55676824
0,1,0.5282428
0,1,0.574861
0,1,0.5737002
0,1,0.5401873
0,1,0.58298504
0,1,0.5128439
0,1,0.5709457
0,1,0.53894556
0,1,0.5516525
0,1,0.56816405
0,1,0.6034434
0,1,0.5520174
0,1,0.5400665
0,1,0.5380747
0,0,0.49959454
0,1,0.5669039
0,1,0.58101547
0,0,0.46914852
0,1,0.55309737
0,1,0.5967146
0,1,0.54934
0,1,0.60962075
0,1,0.5211558
0,1,0.6484999
0,1,0.513188
0,1,0.5236592
0,1,0.569814
0,1,0.60273486
0,1,0.5016236
0,1,0.58876264
0,1,0.63608503
0,1,0.56409883
0,1,0.5749284
0,1,0.6059807
0,1,0.5565822
0,1,0.66678804
0,1,0.57262224
0,1,0.61375546
0,1,0.5646095
0,1,0.5757494
0,1,0.55212444
0,1,0.58575237
0,1,0.5281956
0,1,0.5821497
0,0,0.48144063
0,0,0.47573486
0,1,0.50096107
0,1,0.5822658
0,1,0.5729143
0,1,0.59271795
0,1,0.57814765
0,1,0.5674668
0,1,0.52768755
0,1,0.6003467
0,1,0.6285732
0,1,0.5929505
0,1,0.5004788
0,1,0.5459753
0,1,0.59276116
0,1,0.5827024
0,1,0.5297689
0,1,0.5723118
0,1,0.51077235
0,1,0.58177245
0,1,0.5278961
0,1,0.5545784
0,1,0.5299609
0,1,0.5173576
0,0,0.4871182
0,1,0.5514248
0,1,0.6288617
0,0,0.49545926
0,1,0.55029494
0,1,0.56662506
0,0,0.4807586
0,1,0.51324743
0,1,0.5303234
0,1,0.6115577
0,1,0.5598773
0,1,0.5389449
0,1,0.56166416
0,1,0.5216962
0,0,0.47082922
0,1,0.6047757
0,1,0.500689
0,1,0.6040727
0,1,0.5465715
0,0,0.4952906
0,1,0.55553174
0,1,0.5683089
0,1,0.5226381
0,1,0.5823953
0,1,0.56571
0,1,0.5827427
0,1,0.580964
0,1,0.5718124
0,1,0.599821
0,1,0.63786906
0,0,0.49271494
0,1,0.5449912
0,1,0.54191375
0,0,0.47201112
0,1,0.5588857
0,0,0.49390295
0,0,0.48596695
0,1,0.5445644
0,1,0.57340664
0,1,0.57957953
0,1,0.54320043
0,1,0.55452496
0,1,0.5589624
0,1,0.59083384
0,1,0.606996
0,1,0.5706822
0,1,0.58615696
0,1,0.5438464
0,1,0.5983662
0,1,0.5266044
0,1,0.5586611
0,1,0.5708358
0,1,0.5344326
0,1,0.6364491
0,0,0.48898277
0,1,0.54314977
0,1,0.5253202
0,1,0.54187566
0,0,0.48905838
0,1,0.5231162
0,1,0.54109377
0,1,0.5474585
0,1,0.5954024
0,1,0.5613369
0,1,0.5576154
0,1,0.60627526
0,0,0.4905453
0,0,0.49495405
0,0,0.4578108
0,1,0.616483
0,1,0.5091752
0,1,0.60614735
0,1,0.53204995
0,1,0.5853252
0,1,0.5214821
0,1,0.66794837
0,1,0.6193052
0,1,0.54976434
0,1,0.5130508
0,0,0.498129
0,1,0.5413315
0,0,0.4706544
0,1,0.58817595
0,1,0.5914954
0,1,0.5769904
0,1,0.53389305
0,1,0.52835226
0,1,0.529289
0,1,0.53183305
0,0,0.4167718
0,1,0.5666187
0,1,0.5827405
0,1,0.5200762
0,1,0.5125216
0,1,0.5381389
0,1,0.5912602
0,1,0.5033731
0,1,0.5836355
0,1,0.5815273
0,0,0.49409905
0,1,0.6874112
0,1,0.54978037
0,1,0.5676329
0,1,0.57362926
0,1,0.567413
0,1,0.5931374
0,1,0.54711956
0,0,0.4937804
0,1,0.52616364
0,1,0.604853
0,1,0.59121597
0,1,0.60726035
0,0,0.49094096
0,1,0.5478496
0,1,0.5224045
0,1,0.5883163
0,1,0.5337635
0,1,0.5386406
0,1,0.54594195
0,0,0.45186144
0,1,0.61326647
0,1,0.509675
0,0,0.49409205
0,1,0.6395707
0,1,0.5406669
0,1,0.5474241
0,1,0.52063316
0,0,0.4812696
0,0,0.46154374
0,0,0.49309263
0,1,0.5301732
0,0,0.4954075
0,1,0.5509555
0,1,0.5995644
0,0,0.49229226
0,1,0.53396004
0,0,0.46175438
0,1,0.53524053
0,1,0.5286447
0,1,0.5784892
0,1,0.52306384
0,1,0.58447754
0,1,0.6087618
0,1,0.5357755
0,1,0.5448946
0,1,0.5554479
0,1,0.5875252
0,1,0.5424797
0,1,0.5660682
0,1,0.64999896
0,1,0.5032398
0,1,0.6130264
0,0,0.4898543
0,1,0.5721503
0,1,0.61617595
0,1,0.5583139
0,1,0.6114434
0,1,0.50647724
0,1,0.57120717
0,1,0.6086955
0,1,0.579799
0,1,0.546021
0,1,0.50992024
0,1,0.5673247
0,1,0.546373
0,1,0.5880884
0,1,0.6208356
0,1,0.5753259
0,1,0.5311665
0,0,0.48474258
0,1,0.57377374
0,1,0.5932054
0,1,0.61780643
0,1,0.514979
0,1,0.5497773
0,1,0.5316795
0,1,0.585852
0,1,0.5141508
0,1,0.5124325
0,1,0.5489694
0,1,0.565238
0,1,0.5440803
0,1,0.515294
0,1,0.5078161
0,1,0.5518287
0,1,0.54479903
0,1,0.50457436
0,0,0.48990667
0,1,0.5306688
0,1,0.5818101
0,1,0.54119575
0,1,0.508097
0,1,0.53079736
0,1,0.5968818
0,0,0.4900648
0,1,0.58708495
0,1,0.5256102
0,0,0.49406564
0,1,0.511236
0,1,0.6033241
0,0,0.47768423
0,1,0.54718536
0,1,0.5806475
0,1,0.52412826
0,1,0.5581588
0,1,0.5888555
0,0,0.49593902
0,1,0.57998174
0,1,0.51243645
0,1,0.57843965
0,1,0.5619505
0,1,0.5512968
0,1,0.56233877
0,1,0.5415097
0,1,0.5596923
0,0,0.47844508
0,1,0.55787
0,1,0.5005136
0,1,0.61567664
0,1,0.5790003
0,1,0.53999984
0,1,0.55379003
0,1,0.5165263
0,1,0.6326285
0,1,0.5461176
0,1,0.56903857
0,1,0.6102102
0,1,0.5520494
0,1,0.6577592
0,1,0.5783251
0,1,0.5167898
0,0,0.47574565
0,1,0.51825684
0,1,0.5644423
0,1,0.55400944
0,1,0.5184295
0,1,0.5375707
0,1,0.5430695
0,1,0.5661397
0,1,0.61691064
0,1,0.5680024
0,1,0.5341087
0,1,0.51642567
0,1,0.515103
0,1,0.5810747
0,0,0.45741636
0,0,0.4661245
0,1,0.5013947
0,1,0.604107
0,1,0.6153692
0,1,0.53519464
0,1,0.52573985
0,1,0.60960793
0,1,0.5518794
0,1,0.57300824
0,1,0.57928574
0,1,0.5138218
0,1,0.6655653
0,1,0.5686258
0,1,0.60862035
0,1,0.5255451
0,1,0.52637416
0,1,0.56414735
0,1,0.5608713
0,1,0.6002317
0,1,0.51169974
0,1,0.5030971
0,1,0.51996285
0,1,0.5672636
0,1,0.5300179
0,1,0.61110187
0,1,0.60088664
0,1,0.51636827
0,0,0.49157077
0,1,0.52490026
0,1,0.5515538
0,0,0.49338913
0,1,0.5229259
0,1,0.5476324
0,1,0.5420619
0,1,0.55698574
0,1,0.5395684
0,1,0.5276268
0,1,0.6454634
0,1,0.5458504
0,1,0.5500795
0,0,0.4895867
0,1,0.571873
0,1,0.56560785
0,0,0.45378152
0,0,0.49327424
0,1,0.5013519
0,0,0.4810529
0,1,0.5081478
0,1,0.58053225
0,1,0.5131539
0,1,0.5539449
0,1,0.562251
0,1,0.54630244
0,0,0.47635436
0,1,0.5415621
0,1,0.5338457
0,0,0.47792852
0,1,0.51414967
0,1,0.52401894
0,1,0.6089723
0,1,0.5473814
0,1,0.6105381
0,1,0.61024743
0,1,0.59544104
0,1,0.5301909
0,1,0.6673856
0,1,0.5433116
0,1,0.55634016
0,1,0.58448577
0,1,0.5834633
0,1,0.53833735
0,0,0.45671538
0,1,0.6125529
0,1,0.53939766
0,1,0.5310838
0,0,0.4792546
0,1,0.5632087
0,1,0.53494054
0,1,0.5249319
0,1,0.53401357
0,1,0.5802848
0,1,0.59655464
0,1,0.6544203
0,1,0.589456
0,1,0.5473509
0,1,0.6004938
0,1,0.64289737
0,1,0.5417206
0,1,0.58495563
0,1,0.61742264
0,0,0.4258692
0,1,0.58590925
0,1,0.5200616
0,1,0.5640656
0,1,0.5225031
0,1,0.6004223
0,1,0.5264891
0,1,0.5384583
0,1,0.54656065
0,1,0.60846615
0,1,0.51538193
0,1,0.5333232
0,1,0.56759536
0,1,0.5481858
0,1,0.55650085
0,0,0.49004832
0,1,0.55303895
0,1,0.5882287
0,1,0.53831184
0,1,0.5453011
0,1,0.51221746
0,1,0.6091018
0,1,0.5797138
0,0,0.49045798
0,1,0.565566
0,1,0.5270584
0,1,0.55834013
0,0,0.49420854
0,1,0.54742956
0,1,0.56224936
0,1,0.593514
0,1,0.578671
0,1,0.5414099
0,1,0.55576855
0,1,0.57895947
0,1,0.5472982
0,1,0.5308207
0,1,0.5468368
0,1,0.5514781
0,1,0.53069127
0,1,0.6629244
0,1,0.53500515
0,1,0.5415325
0,1,0.50071347
0,1,0.5230642
0,1,0.559872
0,1,0.5448237
0,1,0.6121715
0,1,0.51341903
0,1,0.58139426
0,1,0.51494
0,1,0.53912896
0,1,0.64023745
0,1,0.56486815
0,1,0.52907115
0,1,0.6041689
0,0,0.48990667
0,1,0.53739244
0,0,0.49273896
0,0,0.48025772
0,1,0.569467
0,1,0.532201
0,1,0.51486045
0,1,0.5865038
0,1,0.5836895
0,1,0.5504804
0,1,0.54704523
0,1,0.51906496
0,1,0.5504503
0,1,0.5919969
0,1,0.55999875
0,1,0.51571774
0,1,0.5362305
0,1,0.53170526
0,1,0.5228262
0,1,0.6130746
0,1,0.50454164
0,1,0.5019682
0,1,0.5582806
0,1,0.52184206
0,1,0.5665196
0,1,0.61598605
0,1,0.62459654
0,1,0.53933877
0,1,0.5846602
0,1,0.66956735
0,1,0.5211479
0,1,0.5279792
0,1,0.61435777
0,1,0.58569974
0,1,0.54458404
0,1,0.5448946
0,1,0.54676384
0,1,0.5743843
0,1,0.59039116
0,1,0.5037637
0,1,0.54412794
0,1,0.58358246
0,1,0.65450346
0,1,0.5640654
0,0,0.43978193
0,1,0.5607614
0,1,0.62813103
0,0,0.47538373
0,1,0.5221031
0,1,0.5128395
0,1,0.6088801
0,1,0.5419731
0,1,0.5331862
0,0,0.48673764
0,1,0.59069556
0,1,0.5526893
0,1,0.5318471
0,1,0.5913996
0,1,0.52697253
0,1,0.5496021
0,1,0.52371573
0,1,0.5966109
0,1,0.56059146
0,1,0.5400454
0,0,0.478036
0,1,0.59962577
0,1,0.51229644
0,1,0.54104483
0,1,0.5620074
0,1,0.60623676
0,1,0.6098014
0,1,0.5237459
0,1,0.6026008
0,1,0.56346464
0,1,0.58841133
0,0,0.49969798
0,1,0.6283224
0,1,0.56849056
0,1,0.5330499
0,1,0.6281112
0,1,0.5270482
0,1,0.6152608
0,0,0.4947831
0,1,0.59015274
0,0,0.4539968
0,0,0.4581075
0,0,0.47540694
0,1,0.52746826
0,1,0.57199216
0,1,0.5340348
0,1,0.5525619
0,1,0.5123803
0,1,0.6016298
0,1,0.5332432
0,1,0.55697614
0,1,0.51843226
0,1,0.5494247
0,1,0.561451
0,1,0.60404485
0,1,0.62634337
0,1,0.6053062
0,1,0.57143676
0,1,0.60946643
0,0,0.49651906
0,1,0.6087814
0,1,0.518681
0,1,0.5720136
0,1,0.58869994
0,1,0.5043762
0,1,0.582748
0,1,0.56653625
0,1,0.6507487
0,1,0.5531337
0,1,0.51503974
0,1,0.59334826
0,1,0.5252513
0,0,0.49434316
0,0,0.48681766
0,1,0.57944685
0,1,0.5793916
0,1,0.61255926
0,1,0.512141
0,1,0.52095634
0,1,0.5458545
0,1,0.69365805
0,1,0.62882495
0,1,0.57502025
0,1,0.5774518
0,1,0.5330259
0,1,0.59768057
0,1,0.65010476
0,1,0.55145967
0,1,0.5448021
0,1,0.5998378
0,1,0.5791638
0,1,0.5294313
0,1,0.602464
0,1,0.53864825
0,1,0.5421463
0,1,0.6460057
0,1,0.6173713
0,1,0.5263495
0,1,0.5769848
0,1,0.56300133
0,1,0.5240071
0,0,0.49603862
0,1,0.55736744
0,1,0.6496242
0,1,0.5980096
0,1,0.5820886
0,1,0.578253
0,0,0.4645123
0,0,0.47145107
0,1,0.52608347
0,1,0.5482328
0,0,0.45480514
0,0,0.47826716
0,1,0.5852407
0,1,0.52608854
0,1,0.56482834
0,1,0.560063
0,1,0.6271985
0,1,0.5930909
0,1,0.59526026
0,1,0.57798356
0,1,0.6080359
0,1,0.5682184
0,1,0.596998
0,0,0.4894713
0,1,0.5360564
0,1,0.50595224
0,1,0.56446886
1,1,0.61605746
1,1,0.57927126
1,1,0.60208184
1,1,0.5723133
1,0,0.4887097
1,1,0.5345246
1,1,0.5147779
1,1,0.6208325
1,1,0.5534404
1,1,0.5825093
1,1,0.52726924
1,1,0.6263387
1,1,0.62618494
1,1,0.641031
1,1,0.6308556
1,1,0.6279053
1,1,0.5912748
1,1,0.59221303
1,0,0.4767338
1,1,0.5713654
1,1,0.6003736
1,1,0.5968988
1,0,0.46673825
1,1,0.6154949
1,1,0.56667334
1,1,0.59260714
1,1,0.5351991
1,0,0.44974038
1,1,0.63162065
1,1,0.5891882
1,1,0.65336335
1,1,0.569901
1,1,0.55208266
1,1,0.6668713
1,1,0.67574537
1,1,0.5014733
1,1,0.5981655
1,1,0.5610297
1,1,0.66642374
1,0,0.4697507
1,1,0.5805437
1,1,0.62712294
1,1,0.60199076
1,1,0.5480453
1,1,0.56611025
1,1,0.59820145
1,1,0.6113514
1,1,0.6727022
1,1,0.5886229
1,1,0.5472416
1,1,0.6019855
1,1,0.54317284
1,1,0.5928378
1,1,0.5964654
1,1,0.54530305
1,1,0.6198021
1,1,0.60174686
1,1,0.55598557
1,1,0.5701334
1,1,0.5845321
1,1,0.61111134
1,0,0.4834246
1,1,0.543316
1,1,0.6326103
1,1,0.623543
1,1,0.60291255
1,1,0.60156024
1,1,0.5322026
1,1,0.5657234
1,1,0.61632526
1,1,0.5632554
1,1,0.57592875
1,1,0.63354033
1,1,0.5285682
1,1,0.6109376
1,1,0.56360656
1,1,0.55945367
1,1,0.5720582
1,1,0.5408817
1,1,0.5322964
1,1,0.57631826
1,1,0.57132924
1,1,0.62807244
1,0,0.4875728
1,1,0.5452728
1,1,0.58425623
1,1,0.5982108
1,1,0.6412299
1,1,0.5696513
1,1,0.6577242
1,1,0.55183786
1,1,0.6249597
1,1,0.5458545
1,1,0.6269928
1,1,0.63036865
1,1,0.57431316
1,1,0.5493845
1,1,0.55250525
1,1,0.61276406
1,1,0.5525987
1,1,0.57145137
1,1,0.5301461
1,1,0.562083
1,1,0.6150592
1,1,0.5711817
1,1,0.5155728
1,1,0.62246966
1,1,0.60052556
1,1,0.57104146
1,1,0.60937476
1,1,0.5334009
1,1,0.62535435
1,1,0.52289087
1,1,0.60636455
1,1,0.63073117
1,0,0.48835555
1,1,0.5781164
1,1,0.6159527
1,1,0.51242024
1,1,0.6016992
1,1,0.6596473
1,1,0.63600826
1,1,0.5888771
1,1,0.54307115
1,0,0.47496673
1,1,0.6277692
1,1,0.6434623
1,1,0.58349156
1,1,0.5832696
1,1,0.6032885
1,1,0.6118864
1,0,0.48554447
1,1,0.5993597
1,1,0.5883321
1,1,0.5812208
1,1,0.60913026
1,1,0.60579413
1,1,0.6194681
1,1,0.61117554
1,1,0.55019546
1,1,0.55392164
1,1,0.59920186
1,1,0.573339
1,1,0.5947399
1,1,0.56688267
1,1,0.57496417
1,1,0.5877522
1,1,0.5035559
1,1,0.5704892
1,1,0.5945061
1,1,0.5370346
1,1,0.5880857
1,0,0.47723013
1,1,0.63856906
1,1,0.67087096
1,0,0.46237847
1,0,0.49815592
1,1,0.5392795
1,1,0.6071206
1,1,0.5866034
1,1,0.51739055
1,1,0.5508157
1,1,0.5201773
1,1,0.60438937
1,1,0.5157434
1,1,0.5878643
1,1,0.57690984
1,1,0.5869641
1,1,0.6271335
1,1,0.6050433
1,1,0.56500196
1,1,0.6212123
1,1,0.5987181
1,1,0.58152175
1,1,0.56797075
1,1,0.58008766
1,1,0.6627015
1,1,0.60735697
1,1,0.67353517
1,1,0.6273048
1,1,0.60571575
1,1,0.54961085
1,1,0.5419757
1,1,0.62155104
1,1,0.5571602
1,1,0.6267053
1,1,0.6184955
1,1,0.6212208
1,1,0.6024564
1,1,0.53768784
1,1,0.5260229
1,1,0.6352362
1,1,0.6322312
1,1,0.604211
1,1,0.59870946
1,1,0.6127047
1,1,0.5640832
1,0,0.49868608
1,1,0.5571492
1,1,0.57426804
1,1,0.5971249
1,1,0.5688852
1,1,0.5835806
1,1,0.5656751
1,1,0.62841654
1,1,0.58834213
1,1,0.6063282
1,1,0.5596586
1,0,0.43138677
1,1,0.6566415
1,1,0.53308725
1,0,0.4935107
1,1,0.6065606
1,1,0.65566695
1,1,0.60263133
1,1,0.5629287
1,0,0.47981623
1,1,0.56728727
1,1,0.6218571
1,1,0.6754063
1,1,0.62264735
1,1,0.51381487
1,1,0.6128457
1,1,0.56253564
1,1,0.5908782
1,1,0.6191843
1,1,0.6016106
1,1,0.5641726
1,1,0.5912549
1,1,0.5569361
1,1,0.61474264
1,1,0.6233999
1,1,0.5571328
1,1,0.5018804
1,1,0.57166344
1,1,0.5568758
1,1,0.6300747
1,1,0.5942912
1,1,0.60844356
1,1,0.59289694
1,1,0.62732553
1,1,0.6225381
1,1,0.5804313
1,1,0.5717097
1,1,0.5804046
1,1,0.5577614
1,1,0.6058631
1,1,0.5725462
1,1,0.54656845
1,1,0.6037262
1,1,0.5272284
1,1,0.60836333
1,1,0.617659
1,1,0.6313358
1,1,0.5608752
1,1,0.6352491
1,1,0.539378
1,1,0.5557895
1,1,0.5751565
1,1,0.5827795
1,1,0.6343166
1,1,0.57385397
1,0,0.48252887
1,1,0.59863245
1,1,0.6043053
1,1,0.5902915
1,1,0.51289886
1,0,0.4802482
1,1,0.6032057
1,1,0.5966231
1,1,0.66361314
1,1,0.60744786
1,1,0.54863316
1,1,0.69934034
1,1,0.53928167
1,1,0.6145753
1,1,0.61209077
1,1,0.5721525
1,1,0.6026842
1,1,0.6226727
1,1,0.6013461
1,1,0.57040834
1,1,0.6098801
1,1,0.62079674
1,1,0.51039606
1,1,0.5793811
1,1,0.61466074
1,1,0.5858981
1,1,0.5725393
1,1,0.58574027
1,1,0.5846888
1,1,0.55435777
1,1,0.59968966
1,1,0.6496608
1,1,0.6399919
1,1,0.63575685
1,1,0.5765306
1,1,0.56630224
1,1,0.55870754
1,1,0.6456113
1,1,0.5343195
1,1,0.55503786
1,1,0.5058715
1,1,0.55540776
1,1,0.5963299
1,1,0.6236541
1,1,0.65040654
1,0,0.4993706
1,1,0.58969855
1,1,0.6305761
1,1,0.5506085
1,1,0.5954249
1,1,0.55521476
1,1,0.5363233
1,1,0.63065827
1,1,0.59750706
1,1,0.6209338
1,1,0.5654471
1,1,0.63624394
1,1,0.542101
1,1,0.6660583
1,1,0.6093736
1,1,0.669534
1,1,0.61036503
1,1,0.53797674
1,1,0.55829275
1,1,0.5446519
1,1,0.63695574
1,1,0.54684556
1,1,0.5518292
1,1,0.57248735
1,1,0.61132383
1,1,0.55123043
1,1,0.57048017
1,1,0.5948678
1,1,0.5606386
1,1,0.5781268
1,1,0.57322884
1,1,0.60591054
1,1,0.58865184
1,1,0.54307115
1,1,0.5361249
1,1,0.591328
1,1,0.5838915
1,1,0.60864526
1,1,0.57011443
1,1,0.6245716
1,1,0.59584224
1,1,0.5574192
1,1,0.51300335
1,1,0.6610231
1,1,0.5724343
1,1,0.5941882
1,1,0.58408445
1,1,0.5514647
1,1,0.5296629
1,1,0.5901001
1,1,0.63145953
1,1,0.53912205
1,1,0.6435123
1,1,0.5486585
1,1,0.58572286
1,1,0.5761052
1,1,0.5259354
1,1,0.619115
1,1,0.6049431
1,1,0.58330035
1,1,0.5786777
1,1,0.5906903
1,1,0.57859075
1,1,0.60099393
1,0,0.44073334
1,1,0.60680455
1,1,0.604555
1,1,0.51449966
1,1,0.5923716
1,1,0.64935994
1,1,0.57780516
1,1,0.62678325
1,1,0.5581084
1,1,0.6027961
1,1,0.55173004
1,1,0.62350446
1,0,0.4275643
1,1,0.59940624
1,1,0.5770261
1,1,0.5427286
1,1,0.50503063
1,1,0.55121875
1,0,0.48964065
1,1,0.5953778
1,1,0.6232598
1,1,0.5998466
1,1,0.608436
1,1,0.58753055
1,1,0.55568475
1,1,0.57043743
1,1,0.60891306
1,1,0.5725429
1,1,0.5993015
1,1,0.531641
1,1,0.6267285
1,1,0.6323605
1,1,0.55459577
1,1,0.6605559
1,1,0.5532639
1,1,0.56281644
1,1,0.57000947
1,1,0.63295877
1,1,0.6002972
1,1,0.5668509
1,1,0.60028344
1,1,0.5269362
1,1,0.6499379
1,1,0.5373392
1,1,0.5179135
1,1,0.5439345
1,1,0.5973322
1,1,0.55428183
1,1,0.5859114
1,1,0.5883902
1,1,0.5819881
1,1,0.5723798
1,1,0.54369116
1,1,0.6527035
1,1,0.5831521
1,1,0.62066716
1,1,0.5768426
1,1,0.5667502
1,1,0.5964984
1,1,0.5304171
1,1,0.52787477
1,1,0.57897013
1,1,0.5766251
1,1,0.6070516
1,1,0.62560344
1,1,0.53391266
1,1,0.55105895
1,1,0.5138717
