blood,blur,bubble,damage,fold,marker,True_Label,Predicted_Label
0.9998894693057869,2.044746433638484e-07,5.3253102650724085e-06,0.00010187602322005588,3.048298264212062e-06,7.65878207304984e-08,blood,blood
0.9915446007999087,0.005066864919728114,0.0007879625589754435,0.002482263691446707,0.00011584758680931805,2.4604431317197697e-06,blood,blood
0.9993149765354264,2.0472876640245286e-07,1.2994338743350918e-06,0.0006650359673110462,8.236908388459776e-06,1.024642623313044e-05,blood,blood
0.9996060225227128,6.359444877383364e-06,0.0002838549186420807,9.77171878778503e-05,5.045717917757015e-06,1.0002079719193316e-06,blood,blood
0.9682749339795831,8.906776476583534e-05,0.03145145223718771,0.00016782196660004387,1.3606408224823e-05,3.1176436386236413e-06,blood,blood
0.9997434923446166,2.3092229352090402e-07,2.7412571514027803e-06,0.00024223322083302416,1.0064158977878798e-05,1.238096127538873e-06,blood,blood
0.9938892556136234,1.239114302481641e-05,0.005961621076947225,0.00013110645627856964,3.797833610898934e-06,1.8278765150327515e-06,blood,blood
0.9932598588824728,1.2441143928577888e-05,0.006229430300176636,0.00048202389260725877,1.597033178000811e-05,2.754490345826036e-07,blood,blood
0.9999411273743899,7.130630945588582e-07,2.620778374483432e-05,3.1107807556651885e-05,7.660886801732706e-07,7.788253399976089e-08,blood,blood
0.4819000339084841,0.0009235864563065846,0.39102398092757124,0.11979991809443422,0.006303631037710536,4.884957549302437e-05,blood,blood
0.9998466897644022,9.660902551312908e-07,0.00010953262537632858,4.020871293069177e-05,1.8669562880857694e-06,7.358507475262966e-07,blood,blood
0.9994120761925259,1.6376519736435447e-06,0.00048162522655176916,9.117593406258858e-05,1.0715512827386395e-05,2.7694820588175433e-06,blood,blood
0.9995384038177086,5.878898141367763e-07,0.00015679554330942308,0.0002893958750886814,1.479442499785242e-05,2.244908123221972e-08,blood,blood
0.9993810215611123,1.4374210838332607e-06,0.0005928095221837531,2.3062439085899063e-05,1.4017963526162611e-06,2.672601814574863e-07,blood,blood
0.9746237391914394,0.00015728849717724003,0.023390190464941597,0.0016193681232584134,0.0001804128068329833,2.9000916350196467e-05,blood,blood
0.9995127970894444,5.977229918131103e-07,0.0002465784974904396,0.0002381453597925532,1.8577873656373218e-06,2.354291502492516e-08,blood,blood
0.9712365063052198,0.0003185781002270296,0.02831363745237912,9.647659107013583e-05,2.8131242949367803e-05,6.670308154600186e-06,blood,blood
0.9605122320225854,0.0012535206790611254,0.012373151646130858,0.01014547923198679,0.006863811908677947,0.00885180451155779,blood,blood
0.9974059813359442,7.07317722659178e-06,6.122568344753801e-06,0.0024648568521274256,0.00011386263346857356,2.103432888614068e-06,blood,blood
0.9996286576858647,4.4441593999969586e-07,2.5689952021030688e-05,0.000340610220974762,4.362213168695559e-06,2.3551203084959705e-07,blood,blood
0.7085394755381339,0.00011054526059259551,0.0018763630200340665,0.2727964389764497,0.016485941324572297,0.00019123588021753934,blood,blood
0.9434991763694591,9.391528856312809e-05,0.00010242120697497722,0.05297393318111837,0.003327504875611487,3.0490782728371063e-06,blood,blood
0.9996442130095812,6.588432817270973e-07,2.5785152258329996e-05,0.0003223921900519954,6.537683869777931e-06,4.131209571328238e-07,blood,blood
0.8177062239429036,0.0011382110243980433,0.043234461874603225,0.13603308022402705,0.0018862812036352188,1.741730432797979e-06,blood,blood
0.9992045050766691,1.0457736520883457e-06,0.0004362070023285591,0.00021340480575577711,5.322325172829544e-05,9.161408986593466e-05,blood,blood
0.9993151330204647,2.0010817097063495e-06,5.36585107375209e-05,0.0006044762059006094,2.1264448911699322e-05,3.4667322758147975e-06,blood,blood
0.9918177788398166,0.000689030161482445,0.006076997418038323,0.0011052452607551993,0.0003048162164393187,6.132103468164424e-06,blood,blood
0.9996866872045166,9.459284459960377e-07,0.000156750812087304,0.00014359966027208834,1.1986058987852189e-05,3.0335690079709805e-08,blood,blood
0.9994689980874129,4.913162150118967e-06,0.0004085165279596571,9.944001352589154e-05,1.6872529938178233e-05,1.2596790133198536e-06,blood,blood
0.7498368775845721,0.00036837259910464356,0.24465490454194527,0.005038512667821139,8.59513123663764e-05,1.538129419057993e-05,blood,blood
0.9963580648882059,3.127163970477791e-06,5.927650176167093e-05,0.0032897874608389995,0.0002362562191244676,5.3487766098403334e-05,blood,blood
0.9950025078093695,5.414317708780603e-06,0.004517967727131588,0.000456481111758369,1.0469908432236163e-05,7.159125599582141e-06,blood,blood
0.999749006823558,4.668837598223618e-06,0.0002127766183710387,2.9828482185471208e-05,3.655115588640713e-06,6.412269871819958e-08,blood,blood
0.626251208884959,0.0018678123912123175,0.3403924142761956,0.024399374366383453,0.006981682854033418,0.00010750722721623667,blood,blood
0.9998503172132867,1.0898080603224878e-06,8.18048337198811e-06,0.00013944232577233897,9.197849980085897e-07,5.03845106095215e-08,blood,blood
0.6227924231930937,0.010163638897880975,0.0022040978576896232,0.3369033006508505,0.01505841595437253,0.012878123446112742,blood,blood
0.796241238508069,0.0003838483435897222,0.20275108604801304,0.0005086198391157649,8.986999788955181e-05,2.53372633227508e-05,blood,blood
0.9998192684032333,9.305008773279944e-07,9.06127232339152e-05,8.217705229073492e-05,6.962049636250137e-06,4.9270728411336846e-08,blood,blood
0.9998441996257519,1.1931421960302736e-06,1.5400773468837645e-05,0.00013271598428684316,6.413923606039537e-06,7.655069071110169e-08,blood,blood
0.9991263376335238,1.1095389526342978e-06,4.8257771503556884e-05,0.0008176852871754384,6.3706142019292246e-06,2.391546426740267e-07,blood,blood
0.9990095099137274,7.784611913292461e-07,0.0009092023654692684,7.903957700695971e-05,1.4071736491018255e-06,6.25089558752901e-08,blood,blood
0.9780381998714788,0.00011594561142645881,0.02172923387646202,0.00010265095867619845,1.0307158200829932e-05,3.6625237559309417e-06,blood,blood
0.9993185319719439,1.3334800084711457e-06,0.00025330946328134944,0.00041588346072240925,1.0807666787561255e-05,1.339572561808848e-07,blood,blood
0.9671425543125957,0.00011589772701621103,4.335960009754432e-05,0.032090257934544585,0.0002493329727131745,0.0003585974530327426,blood,blood
0.9734953617716132,6.319487076077424e-05,0.004893401717047266,0.02078013146993728,0.0007674156601305112,4.945105106485507e-07,blood,blood
0.9806235048749928,4.310119168360394e-05,0.00675391651865441,0.01244233180187544,0.00013633722126381914,8.083915300900778e-07,blood,blood
0.9998294762218553,3.0605772820332175e-08,1.3423613107607855e-07,0.00016934029899193787,9.812152242049095e-07,3.742202441219547e-08,blood,blood
0.9827632060531052,4.757003608522051e-05,0.002075206791451943,0.014463977215735134,0.0006436764108338069,6.363492788935497e-06,blood,blood
0.9817527056179859,7.769477488322333e-05,0.015298096423032993,0.00275645464719192,0.00011204508146203929,3.003455444073513e-06,blood,blood
0.9987713768401619,2.6119688093706e-06,0.0011514078848996307,6.591445830430541e-05,6.536609250842898e-06,2.1522385743140805e-06,blood,blood
0.7367202954323377,0.0014834138816718714,2.4202912564965793e-05,0.2614568657648788,0.00024786496221674724,6.735704632963713e-05,blood,blood
0.9995493514783644,4.4219367910964743e-07,0.00028976459502767516,0.00015287987181331124,7.0842972541336615e-06,4.775638615081048e-07,blood,blood
0.7794226565808098,0.00017928859446481786,0.22017883851556538,0.00017864165048219746,2.6713803986526304e-05,1.3860854690838597e-05,blood,blood
0.9999080431547389,3.302569504964263e-07,2.79961296732037e-05,5.1704032940355764e-05,9.262046840067681e-06,2.664378856965177e-06,blood,blood
0.9998477944783013,4.316657315580729e-07,2.552346826640205e-05,0.00012357410658793219,2.367578222162987e-06,3.0870289049873263e-07,blood,blood
0.7745734419546745,0.00047755116084478703,0.0033428152891005294,0.20808196290503764,0.013463241131539471,6.098755880310401e-05,blood,blood
0.9992372766399475,8.25473853422159e-07,8.333583490887939e-06,0.0007464955127671502,7.0171815838016965e-06,5.160835704685022e-08,blood,blood
0.992193391393839,1.2931098775693962e-05,0.00513208867842092,0.0025806782764120867,7.95625533404421e-05,1.3479992120038237e-06,blood,blood
0.9765336052371515,0.00014224032172760733,0.02274785568882616,0.0005499307446102068,2.5880509879985797e-05,4.874978044379582e-07,blood,blood
0.9995234130560635,8.071913621045996e-06,0.0001113756095771976,0.0003494682179267559,7.569451773694019e-06,1.0175103776147817e-07,blood,blood
0.9143448099286725,0.00016657317344117022,0.0853877670413481,7.928415976890268e-05,1.806566210088192e-05,3.5000346683033817e-06,blood,blood
0.95099616456321,0.0026830073404754766,0.03798237869746063,0.008183432216274667,0.00014946771355208496,5.549469027267466e-06,blood,blood
0.9995203124946186,2.2802861478205338e-06,0.00020538818366439484,0.00021876595208608567,4.087235887374159e-05,1.2380724609357158e-05,blood,blood
0.9998179246354394,5.276916685354447e-07,1.1745012713490527e-05,0.00015891445866020768,9.876894158646986e-06,1.0113073597557555e-06,blood,blood
0.9881903756138426,4.3349507600448695e-05,0.011684447588441154,6.190920046622792e-05,9.687784198343415e-06,1.023030545135061e-05,blood,blood
0.9996872594473123,1.860995966966194e-06,0.00022591624288245362,7.296104920430191e-05,7.359058242544787e-06,4.6432063912330525e-06,blood,blood
0.9881000972004276,0.0003615092939377299,0.002309140704601875,0.005553073620798395,0.00360639805251634,6.978112771806429e-05,blood,blood
0.9925067472839426,4.1956923180486764e-05,0.00277463042728345,0.004515214145033215,0.00015749299049970587,3.958230060168117e-06,blood,blood
0.9927963857364973,3.2375677686997544e-05,0.006651972731528403,0.0004960896594727643,2.2594494193280744e-05,5.817006213128778e-07,blood,blood
0.9995890932276402,4.955965269047467e-07,0.00034928452765993603,5.824392679343997e-05,1.97340020127968e-06,9.093211782274147e-07,blood,blood
0.9973735046837091,3.677384222013914e-06,0.0025478497454259497,7.020796085444997e-05,4.6603849276247736e-06,9.984086056711124e-08,blood,blood
0.9830320614151709,5.587621397458894e-05,0.0001418247129564679,0.015934266037742627,0.0007413333574538228,9.46382627017521e-05,blood,blood
0.25162545895528876,0.0006107326979821903,0.000906488543393449,0.7272923914097938,0.019098094805077123,0.00046683358846422873,blood,damage
0.9993101438879174,2.5370773687007844e-07,2.281595458535551e-07,0.0006849015052160612,4.4234838692486075e-06,4.9255714472168255e-08,blood,blood
0.9998532044806037,2.534241935609514e-07,3.309052680981186e-05,0.00010964452136425552,3.089629060291473e-06,7.17417968573879e-07,blood,blood
0.9219028049736354,0.0018859313347409804,0.029237696016937962,0.03721349951104374,0.009589992280312983,0.0001700758833290052,blood,blood
0.9995698956465182,7.073979433955228e-07,0.0003244727795929658,9.801222403576853e-05,6.842114704921941e-06,6.983720441927071e-08,blood,blood
0.9996088716428597,3.755808917249713e-07,1.023074278999013e-05,0.0003755999511613348,4.8968825408293234e-06,2.5199756530847568e-08,blood,blood
0.9967829968080604,7.045748092714069e-06,2.118126815953583e-05,0.0029078058455977046,0.0002638496581498833,1.7120671939692688e-05,blood,blood
0.9987114622367133,2.289156733301115e-06,0.000526576214224129,0.0007471362546699859,1.2488082155920023e-05,4.805550341713845e-08,blood,blood
0.9998434349795159,1.2793424661999246e-06,9.768691940313496e-05,5.61113275158747e-05,1.4640291607040131e-06,2.3401938163549605e-08,blood,blood
0.9983807026617563,7.65726222936641e-07,0.0012513745655065626,0.0003587090172117337,8.187149640620102e-06,2.608796616674929e-07,blood,blood
0.7664431058036666,0.16412063222645357,0.03135079919710903,0.014245538683294427,0.02339383751194365,0.0004460865775326994,blood,blood
0.9639509683131344,3.707294011454831e-05,0.035605104478857154,0.00037789107846107633,2.6341092593397174e-05,2.6220968393483986e-06,blood,blood
0.9994621538771021,2.1972093752274326e-07,2.0777522066574817e-06,0.0005035051545425837,3.1164330702293636e-05,8.791645090016611e-07,blood,blood
0.6050919000797176,0.0006704266553956142,0.0006789197833811861,0.38997109185682954,0.003555384539606681,3.227708506925812e-05,blood,blood
0.9922732338774259,2.646274564881519e-05,0.006614076752872235,0.0010440114327936753,4.0087828983931675e-05,2.1273622752677943e-06,blood,blood
0.9773503535306248,0.004169934947100039,0.018100361931141486,0.00036446480688409524,1.365387752575342e-05,1.2309067238462563e-06,blood,blood
0.9982455498780728,1.2497779505706537e-06,1.5008204121693918e-06,0.0017376236054682536,1.3569908581922066e-05,5.060095141731585e-07,blood,blood
0.9980254257626818,7.697539361974945e-07,2.190127262385584e-06,0.0018466130086098977,4.77011918696498e-05,7.73001556401317e-05,blood,blood
0.9932600066912096,1.2372232653589266e-05,0.006634229266864914,9.01017195743114e-05,2.692301886377502e-06,5.977878109589937e-07,blood,blood
0.9403397160834059,3.742993456605447e-05,0.0595303214578296,8.632570275593667e-05,4.36318069454772e-06,1.8436407480119114e-06,blood,blood
0.9832625382438457,4.425296371160476e-05,0.014133408581939953,0.0021921322540189195,0.00029596806055862037,7.169989592525101e-05,blood,blood
0.9998138010993989,1.4976751828380328e-06,0.00015905695300984436,2.377013988254626e-05,1.8425509910632428e-06,3.1581534670609274e-08,blood,blood
0.6228374897156924,0.00023253603235443807,0.375661576774151,0.001100113537464139,0.00015222739183139443,1.605654850606814e-05,blood,blood
0.9998543323089794,3.5807132048065864e-07,2.9983241143244022e-05,0.00011194441230088664,3.198203773282241e-06,1.8376248291579305e-07,blood,blood
0.9005460106082618,0.0006628804982218403,0.09378800096222892,0.0046371963818820135,0.00036493459572255736,9.769536831709608e-07,blood,blood
0.8984092856999052,0.00049220781758343,9.795015898549107e-05,0.09994879980080025,0.0009894985990730205,6.2257923652633e-05,blood,blood
0.9992460771181724,6.617986837036768e-07,0.00044722814874534876,0.0003032413711565651,2.7139385603945036e-06,7.762468147094148e-08,blood,blood
0.9718839410068756,0.00030466522726360396,0.027187043391078348,0.0004989417485605842,0.00012249481527780104,2.9138109440801097e-06,blood,blood
0.4217952064134293,0.0011501449225450892,0.0004614089254265932,0.5374972069572576,0.03903211644850219,6.391633283908679e-05,blood,blood
0.9973339457796471,1.4575160123187748e-06,0.0009410965757797805,0.0016344308598002751,8.78284221616072e-05,1.240846599119928e-06,blood,blood
0.9953361073872403,1.1593751244313974e-05,1.7670740907550703e-05,0.004609872852889185,2.3872113224656164e-05,8.831544938513373e-07,blood,blood
0.9998284599737165,1.5849928765621027e-07,1.068851458554087e-06,0.0001655806250992334,3.5478392435401706e-06,1.1842111944033992e-06,blood,blood
0.9934292785150091,1.1614939216959856e-05,0.00633602410196911,0.00020182656971425874,1.9971587815518085e-05,1.284286275152663e-06,blood,blood
0.9943303438048774,8.719759382977751e-06,0.00558657575067295,6.974634374488212e-05,4.100877176650289e-06,5.13464144952761e-07,blood,blood
0.9968697489395476,4.54778208431235e-06,0.0022557620348141495,0.0006958015312255328,7.025289120504748e-05,0.00010388682112315641,blood,blood
0.9992653160958248,2.803221493474081e-07,6.045471974113291e-06,0.0006965513923152117,2.7521172796839577e-05,4.285544939757282e-06,blood,blood
0.935614751658101,7.881765944893667e-05,0.06411875732175107,0.0001637542535661686,1.7475183008240094e-05,6.443924124644219e-06,blood,blood
0.9998998383326162,3.017439654781586e-06,2.8779873769245444e-05,6.32613178845622e-05,4.921871400503981e-06,1.8116467483297874e-07,blood,blood
0.9986972971311169,1.8464058553374477e-06,0.0010616555911149746,0.00019240064167473967,3.7172873698061845e-05,9.627356540233789e-06,blood,blood
0.9147154300958897,0.04299790468545102,0.010673014676218414,0.025250368896822233,0.006282738242725892,8.054340289267405e-05,blood,blood
0.9867112479973101,8.212510612065988e-05,0.012766873345936855,0.00041702929568118686,2.1992463618525805e-05,7.317913326727584e-07,blood,blood
0.9997805349675647,1.247989591973171e-06,6.508580939293696e-05,0.00015150734769329863,1.6010655691877723e-06,2.282018790628125e-08,blood,blood
0.8086424817239609,0.0003546451361121095,0.19053454836811534,0.0003898187848147839,7.007619534036987e-05,8.42979165626051e-06,blood,blood
0.9999186114753417,3.505268909789183e-08,3.272281343988083e-07,7.980008223634892e-05,1.205386657252378e-06,2.077494122549232e-08,blood,blood
0.8160835102544052,0.0004548010794411182,0.18324312026237902,0.00014584728176182177,4.404303107857922e-05,2.8678090934591687e-05,blood,blood
0.6567819168932426,0.003355195743530847,0.32020085814364774,0.015100165504976842,0.004229809048786671,0.0003320546658152125,blood,blood
0.998451678650512,3.900221308528562e-06,0.0012800030512740927,0.00024869310700599605,1.5559002070572742e-05,1.659678289484927e-07,blood,blood
0.8937220379910155,0.0002121374024990483,0.10448894294596708,0.0013471276458892423,0.00020260453580376564,2.7149478825482763e-05,blood,blood
0.9793824911638784,0.00011157687244228869,0.00014489567079943908,0.018686615990120958,0.0016730742804348074,1.3460223240971163e-06,blood,blood
0.955450293458914,0.0037417110886661348,0.019259977954641037,0.018474494877220065,0.003055518223161804,1.8004397396949758e-05,blood,blood
0.995334920211537,7.130161494283762e-06,9.054889782636709e-06,0.004357186664032621,0.00023312058081231832,5.8587492341079994e-05,blood,blood
0.9988821891281796,7.277211850929647e-07,0.0008095087189349866,0.00029926809687266895,7.931513718431151e-06,3.7482110948031434e-07,blood,blood
0.9697108021301905,0.00018612615222343094,0.029785924017333362,0.0002966079544979746,1.4865955838274023e-05,5.673789916532717e-06,blood,blood
0.991208884526628,1.0437095124376399e-05,0.003594343030590468,0.005035946694630396,0.00014770398283420533,2.684670192413809e-06,blood,blood
0.9847949376766618,0.00013366914603510143,9.983058729925896e-05,0.009773761004172434,0.005186652196734129,1.1149389097163283e-05,blood,blood
0.9358084179578592,0.00020852878155395811,2.2535089855169282e-05,0.06377282176103255,0.00017435571426343218,1.3340695436034542e-05,blood,blood
0.8971153967693436,7.418220301366639e-05,0.005973728515469495,0.09551149807739549,0.0013204564208327667,4.7380139448919706e-06,blood,blood
0.941694260348913,3.949959596233517e-05,0.05775314085611249,0.00047376255974321214,3.513585569651828e-05,4.20078357237418e-06,blood,blood
0.9999320210577605,4.96699248271747e-07,1.712829659382857e-05,4.844900154778285e-05,1.7182198422271381e-06,1.8672500764379356e-07,blood,blood
0.9982422788992564,1.5789795042452853e-06,0.0017027747161951375,5.2304347388428e-05,9.006449544730232e-07,1.6241270125025608e-07,blood,blood
0.9356461844028693,0.00013647307205817322,0.06395500315439613,0.0002286235244960377,2.6733890003002682e-05,6.981956177244755e-06,blood,blood
0.9909170062800136,7.952327235997423e-05,0.00878694802379284,0.00016023739152920506,5.4455005724781014e-05,1.8300265796194928e-06,blood,blood
0.9134875256245143,9.350779510751849e-05,0.08618604661419656,0.00019234781335373958,2.665249018095698e-05,1.39196626470754e-05,blood,blood
0.9979833665773292,1.352856888634787e-06,0.0018691922560215017,0.00014121968023502333,4.7448952033448895e-06,1.2373432206793084e-07,blood,blood
0.9701957451364364,0.0010606908430772857,0.023436864357590848,0.0030856807557882813,0.0021664921879114155,5.452671919580174e-05,blood,blood
0.9999270866425398,5.960691434417926e-07,3.1795690541525474e-06,6.776355472368982e-05,1.3192911131077471e-06,5.4873425632663286e-08,blood,blood
0.9992699316911691,4.323982515194224e-06,0.00022529423543017879,0.00045334225883260257,4.6833643160529816e-05,2.741888923618558e-07,blood,blood
0.9991323903595549,2.3646383444429244e-07,5.3130170896241695e-06,0.0007705125667278126,8.800743740109133e-05,3.5401553921274183e-06,blood,blood
0.518595034025225,0.4528596248772916,0.004825629960032729,0.019615522169170983,0.004083736405454383,2.0452562825477887e-05,blood,blood
0.9874846494852428,4.951164752612885e-05,0.0003016193656755747,0.011981657131771193,0.00018196593935695756,5.964304273185231e-07,blood,blood
0.8851481807714325,0.007007511794057501,0.0003608269527356243,0.08099665913663648,0.026314936616017474,0.00017188472912028378,blood,blood
0.9627260072127944,1.1228976942189386e-05,0.00011514155909378336,0.03660936023975425,0.0005376371729869047,6.248384287376391e-07,blood,blood
0.9998716233359352,2.214629696451169e-07,1.9850248760807195e-05,0.00010506132894456994,3.2064547436205727e-06,3.716864618714189e-08,blood,blood
0.9939606173299749,8.833839521663201e-06,0.004180417435620812,0.0016408333124382352,0.00017704821963196376,3.2249862812520766e-05,blood,blood
0.6007113961939875,0.00035280713031851744,0.37711212928651383,0.020478787410016006,0.0011464567761636946,0.00019842320300020725,blood,blood
0.999700104016678,5.297072062890467e-07,0.0002786771244666234,1.999341312548032e-05,5.556871849125756e-07,1.4005133888924253e-07,blood,blood
0.7849242437821029,0.0030299950139523867,0.03715611391641281,0.16588083170309906,0.008610626066242093,0.00039818951819080463,blood,blood
0.9837723914469754,0.0003206008122977274,0.011329225596365091,0.004164539151308016,0.0004121836567661309,1.059336287447579e-06,blood,blood
0.8033141602639275,0.020241538542162735,0.01598539452907575,0.08973058771284519,0.07034519675617326,0.0003831221958154689,blood,blood
0.008114828760179564,0.0011262150399714717,5.3347114176319254e-05,0.9889508515628579,0.0015990139503890355,0.0001557435724257743,blood,damage
0.9127428598819614,0.00016932786928117313,0.08387682051973809,0.0030975442001724344,0.00010663763972722599,6.809889119495019e-06,blood,blood
0.9982817559398673,8.785574933784905e-06,0.0011782159121167322,0.0005018520876150028,2.849828862262953e-05,8.921968444095489e-07,blood,blood
0.9862494399893521,5.1574230393390866e-05,0.01366270013857882,2.397533543498555e-05,9.334406976569441e-06,2.9758992642139025e-06,blood,blood
0.9997466301435485,1.157836246793718e-06,5.197764201053207e-05,0.0001922325135645483,7.840622012784271e-06,1.6124261694210596e-07,blood,blood
0.9996468155596241,4.2515001088320597e-07,0.0002551747874356521,9.515717373388826e-05,2.039350970197932e-06,3.879782249807934e-07,blood,blood
0.9993968395617117,2.4850734625989656e-06,7.26435875141854e-06,0.0005503899667843127,4.0201105160703466e-05,2.819934129293884e-06,blood,blood
0.9949459848165707,9.4222774118571e-06,0.004105797733323381,0.0008991463158455803,3.95633922811222e-05,8.546456744623565e-08,blood,blood
0.9889622602234761,4.6394020207792576e-05,0.01045759095357658,0.0005039618207166206,2.9740358622628396e-05,5.2623400459845455e-08,blood,blood
0.999878747038361,8.130207300427755e-06,5.0816375657094884e-05,5.148357248806446e-05,1.030972424589334e-05,5.130819477929698e-07,blood,blood
0.8502565801394465,0.0014373174934399057,0.013994253135709988,0.08813672455111125,0.044853562868908285,0.001321561811384437,blood,blood
0.999843062687598,2.204684527709141e-06,1.7995592359030896e-05,0.00013136651329307433,5.270244122738519e-06,1.0027809941596895e-07,blood,blood
0.8585606806049947,0.00040056122677564255,0.03698566530577229,0.10301965398512576,0.0008717573665141459,0.00016168151081711208,blood,blood
0.05846644107582907,0.006742171966518962,0.0019884502838769546,0.1753652837074051,0.7573298867966803,0.00010776616968957021,blood,fold
0.9927356072871413,1.5391975969234264e-05,0.00666475014675487,0.0005040660127185415,7.672910421265279e-05,3.4554732033304043e-06,blood,blood
0.9979433120061014,1.5407492076633592e-06,2.2403521430844813e-06,0.002019165125846763,3.3437307942662606e-05,3.0445875840475645e-07,blood,blood
0.9967830458847465,3.53065813574798e-06,4.4600977461605796e-05,0.0031305390669146803,3.7837889578112755e-05,4.4552316315718324e-07,blood,blood
0.9372267309691775,0.0001511084753899124,0.06136871039810322,0.0012155151426970982,2.8853775548781652e-05,9.081239083360809e-06,blood,blood
0.9970627801686166,8.208135176884404e-06,0.0008270789233162553,0.0020823645940225015,1.9054534596050768e-05,5.136442716544959e-07,blood,blood
0.9993410771662355,7.209964837796577e-07,0.00010033615201219204,0.0005186682433544977,3.4241277285000956e-05,4.9561646294877355e-06,blood,blood
0.9994606314856268,7.123045161029036e-07,0.00047409794024036716,6.000227757921586e-05,4.29482181468518e-06,2.611702226679703e-07,blood,blood
0.9910521409262543,0.0013946319671954775,0.0006771303639797401,0.00504672472491734,0.0018277432827407789,1.62873491294291e-06,blood,blood
0.997772938744949,1.8164783061639025e-06,1.0378230383913559e-05,0.0021072614584171107,0.00010757920602560517,2.588191809291026e-08,blood,blood
0.9999069794835711,5.413496786978003e-07,1.648196930714508e-05,7.32680484821181e-05,2.3227777247350494e-06,4.063712364562839e-07,blood,blood
0.9972820042645201,1.4705429267043752e-06,0.0003001547176248062,0.0020884914837192045,0.0002937383277741067,3.414066343509336e-05,blood,blood
0.9992825348875097,6.633411577276501e-07,0.0006656914192049372,4.9908540266577065e-05,1.0912409598415178e-06,1.1057090107603038e-07,blood,blood
0.8735449055959816,1.8078445737258286e-05,1.995069631866902e-05,0.12611610233064532,0.00029515176761324327,5.811163703629774e-06,blood,blood
0.9981916396569926,1.1472423145767693e-06,5.614947978579716e-06,0.0017873244365369273,1.2998925047551044e-05,1.2747911296448724e-06,blood,blood
0.9989559536291904,1.7398496209138379e-06,1.8404242841641956e-05,0.0010133016806248226,1.057366051104789e-05,2.6937211408284776e-08,blood,blood
0.9969837168582486,7.5891394037509606e-06,0.0027102265724780867,0.0002754704555667911,1.7908056084281366e-05,5.088918218319304e-06,blood,blood
0.9830795502371142,6.0940892565250425e-05,0.00012575650635647761,0.01537474852264049,0.0011208395640001758,0.00023816427732358068,blood,blood
0.9962294514449732,3.806116721640474e-06,0.0001527197323663521,0.0033709259376610984,0.0001648881540059357,7.820861427175104e-05,blood,blood
0.10319077606663717,0.000332645279782441,0.001011774201067714,0.8819509315029012,0.013454788701148681,5.9084248462927437e-05,blood,damage
0.9925309887972077,1.863835449460713e-05,0.00028450149709930843,0.007052078150505401,0.00011344184510641459,3.513555867545861e-07,blood,blood
0.759199315315947,0.00014463732598872154,0.0001153216603912017,0.23971212930135816,0.000809021009001466,1.9575387313104557e-05,blood,blood
0.9897333461461825,3.188095383140748e-05,0.010101640815395803,0.00012643145842057161,5.451217280918261e-06,1.2494088888023008e-06,blood,blood
0.9513200036647106,0.0005587342070843845,0.03948948032252963,0.007613340250962784,0.0009910003417538313,2.7441212958721404e-05,blood,blood
